age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
16,Other,30897,1.28,7,6,7.82,9.7,1.38,2,4.63,1.75,6.53,8.0,55.09,84.87,0.7,0.17,0.14,0.71,0.63,0.87,6.79,3,211,0.92,9,1,9.01,2,7.95,6.2,3.19,25.5,5.97,1.35,5.92,53,1
15,Female,90697,3.17,7,6,6.67,1.5,0.39,1,1.91,4.76,4.95,7.95,59.17,75.4,1.77,0.2,0.2,0.67,0.25,0.33,8.18,2,136,1.66,7,1,1480.43,9,0.0,3.64,2.25,21.82,4.23,6.77,4.72,82,9
47,Male,100929,5.03,11,2,9.65,0.28,0.77,4,5.99,4.48,2.59,4.34,37.03,88.06,4.34,0.31,0.38,0.45,0.26,0.8,8.0,17,459,2.01,7,0,731.98,3,2.19,5.52,8.05,21.38,8.11,1.87,3.99,27,1
25,Male,28921,4.41,13,21,7.55,0.68,2.43,1,8.97,1.99,4.61,6.84,81.43,61.82,1.82,0.71,0.12,0.18,0.45,0.67,1.9,1,172,3.34,3,0,823.12,1,5.33,4.51,9.3,22.34,5.03,5.48,7.04,5,1
27,Female,87665,3.61,16,15,6.75,1.3,1.25,9,5.8,7.08,8.08,7.22,93.89,53.45,3.11,0.04,0.06,0.13,0.31,0.64,8.8,37,471,0.5,3,1,349.96,6,3.9,3.9,5.58,29.9,4.97,5.2,1.82,14,7
26,Female,73854,2.04,33,17,4.2,0.97,1.91,9,8.16,4.74,7.65,4.53,57.6,63.09,0.2,0.48,0.58,0.31,0.65,0.26,5.23,35,427,1.73,6,1,532.5,0,6.74,8.11,8.05,28.21,3.33,5.91,3.81,76,1
53,Female,17048,6.62,37,7,4.96,0.03,0.81,7,6.96,7.83,4.58,4.92,72.26,72.05,3.97,0.18,0.16,0.48,0.57,0.19,8.25,9,413,2.91,1,0,1165.92,1,0.9,4.44,8.0,26.07,8.31,1.92,4.5,67,7
38,Female,144700,4.12,16,20,6.06,0.37,0.08,2,4.63,4.87,5.54,5.04,78.24,88.88,3.53,0.81,0.24,0.61,0.67,0.54,3.43,1,133,1.15,3,1,191.74,3,3.01,5.75,6.04,27.47,8.49,3.46,6.23,34,6
26,Male,80326,4.0,21,8,7.92,1.52,1.19,8,2.9,8.54,8.21,3.75,89.28,83.99,2.05,0.73,0.33,0.24,0.08,0.73,1.18,20,226,2.48,7,0,158.37,9,1.91,0.95,7.06,28.08,7.06,3.96,4.98,88,10
58,Male,147870,2.7,19,4,7.24,1.29,1.32,8,2.84,7.28,3.35,4.46,59.13,42.2,2.83,0.38,0.25,0.39,0.77,0.76,4.98,23,131,0.86,4,1,303.71,3,5.73,4.92,10.0,26.13,3.22,7.03,3.9,61,10
19,Male,86693,1.44,21,13,7.12,1.6,2.61,2,6.46,6.75,7.1,6.69,61.73,87.6,0.49,0.37,0.04,0.43,0.2,0.27,1.99,22,252,5.01,8,1,101.58,2,5.24,6.57,6.1,27.82,8.13,2.7,3.94,67,1
23,Other,39918,3.7,28,19,8.13,0.34,1.15,9,5.08,5.37,6.6,7.23,72.33,89.79,2.68,0.47,0.22,0.68,0.14,0.71,4.28,41,442,4.45,7,1,39.88,8,6.34,9.14,8.79,26.6,6.36,5.86,2.78,86,9
48,Male,40192,2.91,39,22,5.12,3.84,4.38,10,3.75,6.92,4.94,3.7,70.41,51.37,3.06,0.4,0.33,0.23,0.55,0.29,6.95,8,89,1.8,6,1,1099.45,4,4.36,7.82,6.4,29.34,4.45,5.0,2.8,93,10
16,Female,69528,0.21,7,13,7.57,1.1,0.15,7,7.07,8.11,4.1,2.87,72.86,66.31,1.83,0.28,0.32,0.19,0.61,0.69,6.21,24,483,0.74,0,1,325.88,0,4.36,5.27,7.99,23.79,1.03,5.32,0.56,46,1
51,Female,44027,0.99,33,8,8.66,1.45,0.44,3,5.85,6.87,6.83,9.23,77.18,100.0,2.05,0.71,0.17,0.88,0.59,0.17,5.65,48,54,1.14,5,0,822.89,5,3.32,2.3,6.73,21.9,8.86,4.43,2.22,27,6
15,Male,71880,5.07,36,21,8.46,2.58,0.31,7,2.43,2.89,2.52,7.29,74.31,79.9,5.18,0.81,0.15,0.17,0.21,0.95,2.54,39,278,1.26,3,1,811.86,1,2.01,4.55,5.3,25.73,8.24,1.38,1.67,81,3
30,Female,62775,3.27,25,13,8.06,0.61,3.61,2,1.61,4.69,4.47,4.73,43.03,82.17,2.56,0.34,0.08,0.62,0.69,0.4,3.19,1,386,2.02,0,0,48.25,8,9.41,0.0,8.89,28.68,9.94,3.11,1.14,26,9
29,Female,110914,5.69,38,8,8.98,8.46,0.52,1,5.0,1.77,6.14,5.07,82.64,86.46,4.42,0.38,0.08,0.33,0.81,0.21,4.62,18,149,3.66,5,0,219.74,8,3.85,2.74,3.1,22.94,8.64,3.77,0.28,79,9
16,Female,142718,2.56,29,13,7.88,0.6,2.37,7,5.16,6.98,8.6,9.4,54.52,49.84,1.51,0.16,0.12,0.33,0.36,0.77,2.09,46,334,2.07,0,1,739.84,8,6.83,3.57,10.0,20.88,8.26,6.17,3.42,8,8
19,Female,43442,1.86,10,20,7.03,0.69,0.44,8,2.17,4.6,6.83,6.65,88.13,82.18,1.64,0.39,0.57,0.36,0.69,0.27,10.81,44,372,2.23,8,1,191.17,9,7.19,4.26,5.57,27.12,6.68,8.56,4.15,33,2
57,Female,133255,1.01,21,10,9.86,4.13,2.96,1,4.75,8.12,4.65,1.33,75.71,66.24,0.46,0.58,0.36,0.06,0.1,0.15,9.32,9,207,1.22,1,1,996.59,3,3.38,7.44,6.21,24.5,3.2,6.96,0.0,91,7
20,Female,46777,2.41,4,4,6.26,1.87,0.05,5,5.93,6.33,3.16,7.54,45.05,85.17,1.06,0.76,0.37,0.8,0.78,0.79,15.4,36,99,1.37,5,1,0.73,5,3.26,3.83,7.01,25.84,4.8,5.9,5.63,48,10
44,Female,88441,1.52,21,23,6.71,0.0,0.31,3,3.44,4.96,7.05,6.38,85.41,74.62,0.9,0.66,0.21,0.21,0.45,0.15,3.32,20,330,1.01,9,1,671.41,2,1.98,5.67,5.09,30.57,4.25,1.83,1.25,83,10
38,Female,89773,9.92,24,2,6.5,0.4,4.22,8,3.33,6.96,6.44,5.4,80.46,92.73,6.32,0.72,0.79,0.8,0.9,0.33,5.33,37,5,0.86,6,1,582.24,1,2.97,0.57,5.33,25.04,13.65,6.46,1.8,69,1
32,Female,95826,1.9,17,8,7.27,0.55,5.31,7,5.29,8.02,7.03,3.66,98.96,73.47,0.0,0.6,0.25,0.24,0.62,0.4,6.19,20,155,0.59,2,1,884.34,8,4.14,1.87,6.38,23.91,6.69,7.06,3.15,97,1
24,Male,35558,2.53,23,15,5.95,1.44,0.22,6,5.07,1.58,5.69,6.32,63.13,62.01,3.22,0.6,0.54,0.48,0.76,0.51,6.31,23,154,4.72,10,0,963.42,2,4.93,4.89,9.72,26.19,7.19,4.1,3.62,62,3
33,Female,112267,2.41,4,2,8.56,3.41,1.1,2,7.03,2.26,6.0,8.29,100.0,72.8,2.57,0.41,0.18,0.26,0.65,0.4,7.37,8,466,1.54,0,1,19.22,9,6.43,10.0,5.6,24.19,7.71,2.29,1.81,57,2
47,Male,38913,1.3,10,22,7.56,4.18,0.74,8,2.39,8.48,10.0,5.21,61.38,52.99,0.0,0.29,0.16,0.51,0.23,0.52,2.38,22,232,0.88,10,1,865.92,0,6.14,4.3,4.48,24.9,8.95,1.34,6.63,39,7
22,Female,32890,10.92,5,13,7.56,2.71,5.88,6,7.39,5.84,3.78,9.11,73.39,49.89,6.81,0.03,0.16,0.17,0.63,0.37,5.15,38,448,3.57,10,1,289.89,7,2.18,4.53,6.32,23.95,12.03,3.74,4.75,51,4
54,Male,97564,3.15,7,10,7.81,0.67,2.76,3,6.54,2.81,6.99,8.44,36.39,74.96,2.07,0.05,0.11,0.77,0.65,0.79,3.82,5,230,1.35,5,1,1479.4,5,8.12,6.38,7.48,23.57,4.54,3.31,2.75,21,9
43,Other,122833,0.65,29,5,10.26,0.86,1.73,10,2.73,3.59,2.09,7.73,61.13,67.49,0.69,0.11,0.36,0.19,0.75,0.77,3.72,31,282,1.21,10,1,499.29,10,6.45,1.27,7.25,26.07,7.27,8.64,2.43,1,5
33,Female,92294,1.3,17,2,6.95,5.63,2.52,8,4.6,2.19,3.49,8.9,75.51,68.4,1.64,0.64,0.09,0.38,0.74,0.62,8.4,11,202,1.04,7,0,79.1,7,1.42,1.6,9.38,28.31,3.52,3.81,3.62,16,10
43,Female,19693,0.91,19,17,5.2,0.54,2.19,2,2.82,4.51,6.61,6.87,83.82,72.67,0.51,0.43,0.38,0.33,0.68,0.73,1.48,14,181,6.89,0,1,274.48,8,5.43,3.75,4.67,24.88,4.81,4.56,8.64,61,1
17,Male,138981,3.22,7,1,6.64,1.14,0.44,7,5.7,5.77,4.0,3.29,57.3,73.29,0.0,0.41,0.08,0.37,0.5,0.34,7.61,32,379,1.14,8,1,338.74,3,4.67,8.08,7.2,22.74,5.37,4.21,6.0,72,9
24,Female,127594,5.81,17,23,5.73,3.44,2.34,5,1.52,5.21,8.55,5.79,71.27,64.11,3.69,0.63,0.22,0.22,0.82,0.58,3.51,28,0,3.05,8,0,252.71,3,7.53,7.52,7.6,20.76,7.05,0.0,0.78,27,5
28,Male,115813,2.99,5,8,6.56,0.74,4.09,9,4.02,1.35,8.67,10.0,80.6,97.21,2.46,0.7,0.32,0.57,0.63,0.61,7.41,30,215,2.07,1,0,1587.33,0,4.24,7.69,6.62,33.32,9.76,4.71,4.3,21,2
48,Male,100866,3.14,13,9,8.82,0.33,10.16,7,5.78,8.59,9.57,5.82,64.07,85.67,3.03,0.8,0.06,0.05,0.18,0.36,8.34,3,142,0.48,8,1,148.02,6,5.57,5.01,6.05,20.88,5.24,4.36,0.26,31,3
49,Female,32740,1.17,2,16,5.69,2.99,1.49,9,2.35,9.45,9.13,4.82,77.68,90.23,0.49,0.65,0.29,0.08,0.22,0.82,13.4,2,228,7.93,9,0,389.55,8,4.56,3.37,4.26,28.62,5.24,2.52,6.24,7,6
48,Female,145650,0.19,36,5,5.88,0.77,6.77,4,6.56,1.54,4.56,7.95,79.27,52.87,0.0,0.28,0.54,0.35,0.75,0.27,1.28,3,445,3.02,1,0,629.18,9,4.11,6.43,5.06,20.72,3.16,7.32,4.3,23,6
43,Other,144837,6.47,19,23,9.6,0.63,0.06,8,7.49,6.72,8.27,3.37,90.13,42.25,3.65,0.24,0.28,0.62,0.57,0.82,3.08,27,163,1.29,10,0,424.96,7,5.07,6.84,7.93,17.83,10.98,5.01,2.88,99,1
42,Female,43303,2.26,28,12,6.97,1.36,1.92,10,4.47,8.45,3.48,7.35,68.73,42.43,1.01,0.82,0.12,0.28,0.21,0.4,2.37,8,374,1.92,5,0,76.5,4,4.67,8.88,8.16,29.62,7.02,5.08,5.51,25,7
49,Male,74775,1.03,24,10,9.3,0.15,5.03,2,3.81,6.28,7.57,8.04,43.55,35.75,0.53,0.36,0.63,0.37,0.82,0.37,7.31,31,268,1.29,1,0,300.56,8,7.12,7.5,4.59,22.58,3.9,7.92,5.42,81,6
36,Female,21107,7.53,35,19,8.93,2.75,0.97,6,3.19,4.0,3.88,4.02,61.0,52.19,5.86,0.55,0.27,0.52,0.27,0.5,1.4,45,321,3.8,0,1,119.4,7,7.59,6.02,6.97,26.45,8.03,3.5,3.9,56,1
59,Male,100268,1.26,22,2,7.36,1.73,2.44,9,4.6,6.91,1.48,4.43,40.95,78.53,0.75,0.72,0.21,0.58,0.9,0.75,5.4,41,211,1.58,5,0,650.51,9,5.22,5.66,5.24,35.82,2.85,5.4,4.21,7,10
28,Female,107166,8.53,30,7,5.73,3.83,3.56,4,5.45,5.63,5.51,7.1,74.24,44.53,5.92,0.3,0.3,0.61,0.64,0.2,5.96,28,423,3.07,8,0,34.36,9,3.75,3.14,7.92,28.38,11.04,4.74,4.78,63,8
39,Male,93717,4.35,7,19,7.48,0.85,2.09,4,3.39,4.85,6.56,2.9,68.73,56.71,3.23,0.15,0.19,0.09,0.51,0.39,8.49,10,387,2.82,3,1,231.44,3,4.0,3.59,6.71,27.16,8.9,2.69,5.22,46,3
23,Female,49175,6.7,29,4,6.2,4.25,1.91,4,4.39,7.62,3.5,5.36,75.66,68.2,5.57,0.57,0.3,0.41,0.39,0.35,4.07,25,206,0.45,4,1,67.64,0,3.5,1.01,5.65,27.61,7.7,4.02,3.11,70,8
34,Male,11401,4.13,25,11,6.92,5.78,0.63,10,2.34,7.38,2.57,4.64,65.78,87.05,3.11,0.31,0.1,0.73,0.68,0.04,2.81,43,323,2.62,0,1,350.4,7,6.53,2.5,2.49,23.27,6.07,5.88,4.65,3,5
54,Female,129830,3.48,36,11,6.64,0.31,6.34,3,2.01,4.23,6.3,6.76,79.59,70.04,2.97,0.6,0.16,0.03,0.72,0.19,2.95,33,210,1.62,9,0,1754.53,4,8.58,3.23,5.38,20.9,7.37,7.05,2.93,69,9
38,Male,21352,2.09,29,19,3.72,0.42,0.67,5,5.09,9.7,2.9,6.46,81.19,72.57,1.88,0.2,0.46,0.43,0.39,0.57,9.01,49,292,1.03,0,0,185.58,9,4.55,3.35,4.75,24.88,6.65,4.99,6.53,94,2
37,Female,66913,1.78,2,14,7.61,1.62,2.47,5,3.73,6.13,5.94,5.37,54.04,58.89,1.11,0.33,0.19,0.12,0.5,0.58,5.65,3,41,1.71,8,1,788.8,4,8.36,1.08,6.91,22.04,1.88,6.92,1.83,64,4
48,Male,94054,1.71,37,10,9.98,0.07,0.48,8,3.92,6.03,3.07,5.13,63.51,58.34,1.1,0.41,0.26,0.54,0.47,0.55,3.7,22,34,2.12,4,1,193.55,3,1.94,3.86,5.26,26.89,3.34,8.3,3.1,61,4
54,Female,40564,5.6,39,18,9.1,1.42,0.25,10,6.34,1.87,4.5,6.84,60.29,51.62,4.41,0.18,0.42,0.05,0.14,0.3,4.01,15,496,1.06,10,1,189.69,8,6.11,5.54,5.15,20.07,16.33,4.61,5.59,63,3
46,Other,82393,6.74,33,20,5.08,1.54,0.13,2,5.54,8.38,8.47,7.38,75.47,91.52,5.58,0.28,0.2,0.79,0.37,0.41,6.83,14,430,1.77,1,0,655.02,10,3.29,5.47,8.44,27.44,11.37,5.6,3.26,56,10
32,Female,85419,1.28,31,12,8.09,4.22,0.76,3,5.24,4.72,6.08,6.24,78.22,86.7,2.17,0.18,0.48,0.4,0.68,0.29,3.64,14,382,0.21,8,1,289.88,3,4.22,5.74,4.42,23.71,7.33,7.16,9.15,59,5
37,Male,36323,2.98,15,3,7.23,1.9,5.54,6,0.27,5.48,6.71,7.46,48.73,67.2,2.94,0.32,0.28,0.09,0.27,0.21,2.0,42,38,0.99,1,0,249.09,0,7.14,6.78,3.79,17.74,5.09,3.04,6.42,98,2
54,Male,92194,3.85,18,19,8.42,1.94,0.04,6,4.46,2.27,7.97,6.82,42.99,78.58,2.69,0.19,0.33,0.12,0.67,0.54,4.02,12,336,3.45,4,0,1205.29,3,1.5,4.98,2.01,23.42,8.73,1.97,5.85,86,3
34,Female,76461,2.22,20,1,7.57,4.73,0.7,3,6.36,7.19,4.69,5.83,71.53,79.91,2.63,0.91,0.46,0.42,0.84,0.06,8.16,38,27,1.82,0,1,1193.04,6,1.63,4.84,4.53,26.26,4.65,4.86,6.61,44,8
39,Female,123188,3.49,38,12,6.14,0.93,2.98,7,6.01,0.0,9.75,4.84,80.92,98.66,3.03,0.26,0.19,0.48,0.35,0.55,6.31,4,380,0.61,5,1,149.76,5,3.4,8.15,5.32,13.86,4.64,5.59,2.96,14,10
45,Other,17177,1.23,32,12,7.82,5.33,5.53,8,5.96,3.21,4.76,5.82,86.43,76.82,1.46,0.14,0.13,0.11,0.83,0.74,2.84,18,372,1.49,1,1,142.12,4,5.52,1.97,5.06,25.37,6.58,3.69,0.41,75,8
54,Male,104033,1.47,16,20,9.31,0.36,1.06,1,7.08,5.21,6.51,5.91,61.49,69.51,1.77,0.22,0.45,0.09,0.59,0.54,8.43,19,464,2.46,8,0,73.89,9,5.52,7.7,6.72,25.13,6.49,7.1,5.32,44,9
18,Male,132333,4.69,10,16,6.33,3.25,0.43,5,5.53,6.07,3.98,4.42,82.73,52.78,3.3,0.28,0.28,0.77,0.3,0.9,5.84,10,289,1.53,5,0,90.45,5,3.32,4.32,3.34,25.76,12.21,2.5,0.0,19,3
54,Male,39480,4.82,22,8,4.72,0.31,3.08,8,2.34,3.35,6.33,9.8,50.22,66.34,4.32,0.32,0.22,0.19,0.73,0.07,3.19,8,95,1.65,10,0,142.35,9,1.68,4.37,3.86,14.91,6.2,5.4,5.5,63,6
48,Female,109875,2.66,31,22,7.91,0.29,0.63,7,3.38,6.45,5.88,6.03,81.97,69.47,1.15,0.42,0.16,0.27,0.42,0.74,3.0,43,127,2.1,6,1,98.59,9,5.3,7.87,6.43,23.57,4.2,2.56,4.62,9,3
37,Female,56313,4.78,8,2,4.77,1.61,0.5,5,7.78,5.05,7.04,6.45,60.96,85.22,4.61,0.55,0.21,0.17,0.25,0.66,4.49,41,2,1.53,10,0,168.68,1,5.61,8.46,2.38,24.22,6.87,7.18,9.43,29,7
28,Male,64160,6.27,11,7,7.53,0.18,0.5,8,3.03,5.29,4.18,6.32,100.0,70.04,3.7,0.59,0.14,0.73,0.43,0.14,1.36,12,480,1.09,6,1,566.32,2,2.95,8.17,5.71,26.83,11.79,2.21,2.19,73,7
59,Male,108873,3.78,3,10,7.45,0.35,1.78,10,5.69,7.16,9.58,3.01,66.27,45.53,2.55,0.71,0.34,0.32,0.72,0.5,6.14,44,77,2.36,3,1,128.01,3,5.07,3.94,5.2,19.71,6.34,9.88,7.84,69,1
30,Female,54559,3.34,23,15,8.24,0.24,0.09,1,7.26,4.07,2.27,5.72,73.29,51.02,0.98,0.58,0.49,0.61,0.79,0.48,4.99,25,329,2.06,6,0,68.83,7,5.99,0.29,5.29,24.63,8.72,8.09,6.02,54,6
27,Other,148708,4.94,34,21,5.47,1.13,4.33,10,8.27,8.65,4.8,7.59,74.78,71.42,4.18,0.71,0.31,0.36,0.54,0.39,3.24,15,16,4.84,8,1,192.38,2,9.22,6.8,7.3,25.15,8.05,6.9,7.6,85,6
24,Male,41668,3.01,28,7,6.08,0.35,1.33,4,0.85,3.7,5.27,3.8,83.63,67.47,2.44,0.04,0.21,0.16,0.87,0.29,4.35,6,397,0.59,2,1,5.55,1,1.99,5.54,9.25,16.15,11.26,9.53,3.67,28,6
40,Male,64782,0.36,22,20,6.53,0.37,2.01,1,0.93,1.29,0.4,6.62,60.33,87.85,0.14,0.79,0.07,0.34,0.91,0.73,4.52,8,52,2.99,5,1,197.62,10,6.55,7.53,7.85,27.86,3.55,1.27,4.36,13,10
27,Male,54906,7.28,20,18,7.26,0.07,0.62,5,6.99,4.04,5.93,3.24,63.94,83.51,4.18,0.79,0.22,0.61,0.82,0.67,9.36,25,445,1.08,4,1,480.02,1,6.25,3.39,7.19,25.04,11.08,6.32,3.82,10,4
23,Female,104829,3.58,3,0,5.82,0.84,3.9,5,6.14,5.71,7.06,6.53,67.55,64.3,2.84,0.21,0.27,0.65,0.8,0.2,3.53,37,219,0.24,8,1,828.15,9,4.43,5.67,6.01,23.83,6.27,3.39,2.66,97,3
42,Male,79313,1.15,11,2,7.17,0.83,1.01,7,5.63,3.53,6.81,7.99,54.92,93.92,0.0,0.32,0.11,0.13,0.75,0.46,3.57,0,415,0.97,10,0,813.75,5,2.67,5.55,5.12,20.92,4.57,3.71,2.1,77,7
30,Male,122162,1.71,25,0,8.59,0.42,4.21,5,2.73,8.74,4.81,4.19,82.67,99.65,3.24,0.52,0.38,0.27,0.68,0.02,6.56,9,219,2.61,3,0,742.77,2,8.11,10.0,8.6,21.64,4.08,6.92,6.56,46,4
57,Female,16653,3.31,39,12,3.74,2.09,0.81,1,7.33,7.05,4.84,5.56,69.47,57.1,1.8,0.75,0.11,0.28,0.51,0.12,1.16,5,459,3.53,1,1,348.42,9,5.96,6.26,4.45,30.22,6.75,7.86,1.03,71,9
22,Male,22030,5.21,20,5,3.99,2.98,2.2,4,7.47,6.15,6.9,6.29,43.81,47.05,2.33,0.38,0.32,0.28,0.36,0.04,1.89,10,410,1.82,6,0,1109.1,4,5.73,9.61,5.18,25.86,8.46,4.91,0.0,71,1
32,Male,56373,1.88,6,9,9.7,0.31,4.89,7,3.52,3.9,5.23,6.08,59.88,49.31,2.92,0.65,0.24,0.33,0.35,0.1,7.36,14,370,0.57,0,0,361.51,7,5.39,8.13,6.81,19.32,7.63,3.2,3.16,36,2
53,Male,130156,2.95,27,8,5.18,1.49,3.61,1,4.31,3.34,10.0,8.31,71.62,51.19,1.06,0.6,0.4,0.33,0.65,0.7,4.64,45,443,1.63,2,1,1123.03,4,2.53,5.33,4.9,29.04,4.84,3.67,3.84,82,9
25,Female,13229,4.7,9,20,5.52,0.74,4.93,6,1.31,7.2,6.43,7.12,63.89,67.35,2.48,0.7,0.19,0.46,0.63,0.48,6.12,1,220,0.55,8,0,340.97,0,6.51,4.31,3.65,13.66,11.55,3.49,3.63,12,7
15,Female,8873,1.91,38,9,7.48,1.76,13.35,5,8.03,7.03,5.22,5.64,54.99,90.53,3.05,0.57,0.43,0.19,0.87,0.24,2.76,20,365,0.91,1,1,255.94,6,3.96,5.3,7.13,23.24,12.03,4.97,3.35,80,2
14,Male,39192,3.69,7,16,7.26,1.13,3.04,1,6.63,4.0,8.95,8.17,68.94,72.58,3.02,0.78,0.35,0.21,0.31,0.63,0.98,31,405,3.64,7,0,379.42,9,3.73,6.4,4.87,17.43,5.5,2.99,5.69,62,1
15,Female,27242,4.7,5,2,7.51,0.35,1.13,5,5.01,5.69,3.61,5.64,54.77,76.16,2.54,0.71,0.22,0.12,0.23,0.25,0.17,34,323,1.12,0,0,68.73,2,2.47,7.62,8.01,21.68,8.23,4.36,2.25,70,1
52,Male,7343,7.61,36,23,5.61,3.65,0.28,5,4.42,3.51,6.34,3.69,97.21,100.0,5.31,0.36,0.73,0.33,0.91,0.27,0.9,35,451,1.14,0,1,6.39,1,6.65,4.13,0.28,26.67,8.37,5.1,3.93,41,8
25,Male,123078,4.32,11,17,8.34,0.02,2.08,2,5.41,3.68,6.18,6.29,69.67,50.28,1.9,0.53,0.43,0.32,0.67,0.32,6.09,6,360,1.41,5,0,350.24,3,5.93,8.8,6.74,22.33,7.95,8.66,8.15,3,8
58,Female,9157,2.21,34,0,8.96,0.42,0.02,3,6.82,5.7,5.75,5.52,59.41,73.56,3.97,0.13,0.05,0.42,0.91,0.85,4.77,12,22,2.78,10,1,334.01,6,3.05,4.21,6.91,13.43,3.04,5.93,6.39,80,2
39,Male,60181,5.01,39,13,6.22,1.14,1.47,2,4.09,8.58,5.48,3.0,64.8,54.43,4.87,0.31,0.3,0.71,0.78,0.25,19.11,22,483,3.64,4,1,814.73,4,2.5,6.17,2.53,23.95,10.65,4.09,4.55,80,7
56,Female,72057,2.48,28,5,8.0,1.02,2.6,7,2.82,5.43,4.86,5.29,69.68,64.96,4.53,0.65,0.25,0.65,0.72,0.36,6.09,35,382,1.29,1,0,276.95,8,3.31,5.39,4.73,24.47,5.13,7.94,3.42,45,4
14,Male,38515,1.95,37,8,6.28,0.36,0.31,6,4.55,3.11,6.03,7.05,55.68,76.98,1.08,0.07,0.2,0.56,0.66,0.58,18.63,29,134,2.86,1,1,433.13,3,1.39,5.91,7.83,15.11,4.74,4.2,2.56,13,10
30,Male,50440,7.31,10,7,6.25,0.7,0.02,4,2.04,3.34,7.5,7.61,61.96,62.99,5.48,0.72,0.25,0.16,0.31,0.71,4.96,21,169,1.98,7,1,111.99,1,2.66,4.92,2.24,20.96,23.37,1.59,3.25,76,9
45,Male,145085,7.86,23,2,4.11,1.74,0.14,6,3.94,4.34,3.52,4.93,86.69,47.57,6.03,0.32,0.49,0.52,0.13,0.58,10.86,33,437,3.03,5,1,122.72,2,5.86,5.48,7.11,25.41,10.72,4.42,7.96,30,6
57,Female,33590,1.12,8,18,6.79,0.75,0.52,7,4.11,7.01,7.48,8.31,80.57,66.88,1.02,0.47,0.24,0.71,0.47,0.13,6.8,8,82,1.66,5,0,822.65,10,5.58,4.2,7.75,26.07,9.83,6.18,8.82,51,10
20,Female,76496,5.35,28,0,7.21,0.0,1.01,3,6.03,2.9,4.92,9.59,68.68,64.44,3.75,0.52,0.48,0.15,0.22,0.89,5.84,12,341,0.58,5,1,794.03,5,7.26,1.62,5.11,26.71,6.03,7.43,4.28,84,5
51,Male,49552,0.88,37,5,5.21,1.25,1.05,1,5.6,3.94,7.44,4.82,99.34,84.37,1.7,0.33,0.29,0.56,0.21,0.48,10.34,26,401,0.74,3,1,343.75,4,6.98,2.33,8.6,16.71,4.55,4.85,1.14,95,9
26,Male,20494,2.93,7,16,8.48,1.99,1.15,1,6.85,5.57,4.22,7.84,75.06,78.3,1.24,0.85,0.39,0.65,0.75,0.83,4.41,1,199,0.34,9,0,125.39,9,4.68,5.59,4.26,21.5,9.5,6.24,1.95,39,4
46,Female,122559,2.07,39,22,4.52,4.56,0.98,10,2.59,8.28,1.46,6.41,97.67,84.27,2.8,0.6,0.3,0.41,0.21,0.12,5.42,19,466,0.54,6,0,14.98,2,4.2,5.67,8.72,20.36,3.57,2.12,3.04,22,7
37,Male,31410,2.33,17,24,7.63,1.66,4.16,2,4.84,4.13,5.47,9.43,77.04,74.59,2.62,0.94,0.23,0.34,0.33,0.59,4.64,5,253,2.46,2,1,389.85,8,7.17,3.61,10.0,22.93,3.92,5.04,3.04,55,6
39,Other,137434,4.77,37,23,4.59,0.4,0.43,1,5.63,9.09,7.83,10.0,61.55,72.61,2.43,0.71,0.14,0.33,0.26,0.42,0.99,7,344,1.89,9,0,49.69,7,4.11,2.48,6.99,30.67,11.84,4.48,6.62,26,3
34,Male,30911,1.79,6,8,7.87,2.65,1.24,2,4.02,4.67,4.86,2.99,84.43,58.98,1.55,0.47,0.2,0.57,0.29,0.2,7.22,25,449,2.88,4,0,56.83,3,5.45,4.85,4.99,23.77,4.28,8.23,4.73,7,4
46,Female,100506,3.39,33,12,5.38,0.83,4.85,3,7.11,8.09,5.21,6.92,68.93,81.84,2.13,0.44,0.24,0.7,0.33,0.15,6.44,9,141,2.57,10,1,712.33,6,3.53,6.65,7.65,26.66,4.72,5.97,1.76,61,7
16,Male,102056,4.31,18,18,8.61,1.27,3.0,3,6.04,9.02,5.44,8.6,72.0,49.13,3.87,0.25,0.17,0.16,0.11,0.5,4.99,35,440,2.97,4,1,986.21,4,6.34,4.29,7.78,19.83,4.45,2.82,2.21,56,4
53,Female,16410,1.04,30,16,8.45,5.03,0.75,3,6.57,2.77,3.81,5.98,70.23,68.5,1.47,0.46,0.25,0.42,0.69,0.22,1.56,12,240,2.39,5,1,356.74,7,6.48,5.18,5.74,18.21,2.62,1.84,2.17,74,6
48,Female,45106,1.72,11,1,4.79,0.52,0.08,6,7.27,6.1,8.42,5.72,81.14,71.35,2.0,0.75,0.39,0.28,0.46,0.28,5.84,12,248,3.65,5,1,178.52,2,2.58,4.09,4.93,23.84,6.2,4.92,1.49,29,7
